Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-10-03,3057,1,2023-10-03 00:00:00,60,60,60,8,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:00:00
2023-10-03,3057,6,2023-10-03 00:05:00,60,60,60,6,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:05:00
2023-10-03,3057,11,2023-10-03 00:10:00,60,60,60,8,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:10:00
2023-10-03,3057,16,2023-10-03 00:15:00,60,60,60,8,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:15:00
2023-10-03,3057,21,2023-10-03 00:20:00,60,60,60,15,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:20:00
2023-10-03,3057,26,2023-10-03 00:25:00,60,60,60,8,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:25:00
2023-10-03,3057,31,2023-10-03 00:30:00,60,60,60,8,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:30:00
2023-10-03,3057,36,2023-10-03 00:35:00,60,60,60,0,0,60,A,204.0,1.0,14.0,10.0,,,,2023-07-04 00:35:00
2023-10-03,3057,41,2023-10-03 00:40:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:40:00
2023-10-03,3057,46,2023-10-03 00:45:00,60,60,60,12,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:45:00
2023-10-03,3057,51,2023-10-03 00:50:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 00:50:00
2023-10-03,3057,56,2023-10-03 00:55:00,60,60,60,5,269,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 00:55:00
2023-10-03,3057,61,2023-10-03 01:00:00,60,60,60,12,269,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 01:00:00
2023-10-03,3057,66,2023-10-03 01:05:00,60,60,60,0,0,60,A,204.0,1.0,14.0,10.0,,,,2023-07-04 01:05:00
2023-10-03,3057,71,2023-10-03 01:10:00,60,60,60,9,268,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 01:10:00
2023-10-03,3057,76,2023-10-03 01:15:00,60,60,60,5,268,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 01:15:00
2023-10-03,3057,81,2023-10-03 01:20:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 01:20:00
2023-10-03,3057,86,2023-10-03 01:25:00,60,60,60,5,268,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 01:25:00
2023-10-03,3057,91,2023-10-03 01:30:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 01:30:00
2023-10-03,3057,96,2023-10-03 01:35:00,60,60,60,5,269,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 01:35:00
2023-10-03,3057,101,2023-10-03 01:40:00,60,60,60,11,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 01:40:00
2023-10-03,3057,106,2023-10-03 01:45:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 01:45:00
2023-10-03,3057,111,2023-10-03 01:50:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 01:50:00
2023-10-03,3057,116,2023-10-03 01:55:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 01:55:00
2023-10-03,3057,121,2023-10-03 02:00:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 02:00:00
2023-10-03,3057,126,2023-10-03 02:05:00,60,60,60,12,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 02:05:00
2023-10-03,3057,131,2023-10-03 02:10:00,60,60,60,8,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 02:10:00
2023-10-03,3057,136,2023-10-03 02:15:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 02:15:00
2023-10-03,3057,141,2023-10-03 02:20:00,60,60,60,0,0,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 02:20:00
2023-10-03,3057,146,2023-10-03 02:25:00,60,60,60,0,0,60,A,204.0,1.0,14.0,10.0,,,,2023-07-04 02:25:00
2023-10-03,3057,151,2023-10-03 02:30:00,60,60,60,5,268,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 02:30:00
2023-10-03,3057,156,2023-10-03 02:35:00,60,60,60,8,269,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 02:35:00
2023-10-03,3057,161,2023-10-03 02:40:00,60,60,60,5,268,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 02:40:00
2023-10-03,3057,166,2023-10-03 02:45:00,60,60,60,8,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 02:45:00
2023-10-03,3057,171,2023-10-03 02:50:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 02:50:00
2023-10-03,3057,176,2023-10-03 02:55:00,60,60,60,0,0,60,A,204.0,1.0,14.0,10.0,,,,2023-07-04 02:55:00
2023-10-03,3057,181,2023-10-03 03:00:00,60,60,60,6,268,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 03:00:00
2023-10-03,3057,186,2023-10-03 03:05:00,60,60,60,5,269,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 03:05:00
2023-10-03,3057,191,2023-10-03 03:10:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 03:10:00
2023-10-03,3057,196,2023-10-03 03:15:00,60,60,60,8,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 03:15:00
2023-10-03,3057,201,2023-10-03 03:20:00,60,60,60,0,0,60,A,204.0,1.0,14.0,10.0,,,,2023-07-04 03:20:00
2023-10-03,3057,206,2023-10-03 03:25:00,60,60,60,0,0,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 03:25:00
2023-10-03,3057,211,2023-10-03 03:30:00,60,60,60,6,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 03:30:00
2023-10-03,3057,216,2023-10-03 03:35:00,60,60,60,7,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 03:35:00
2023-10-03,3057,221,2023-10-03 03:40:00,60,60,60,6,268,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 03:40:00
2023-10-03,3057,226,2023-10-03 03:45:00,60,60,60,8,269,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 03:45:00
2023-10-03,3057,231,2023-10-03 03:50:00,60,60,60,5,268,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 03:50:00
2023-10-03,3057,236,2023-10-03 03:55:00,60,60,60,0,0,60,A,204.0,1.0,14.0,10.0,,,,2023-07-04 03:55:00
2023-10-03,3057,241,2023-10-03 04:00:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:00:00
2023-10-03,3057,246,2023-10-03 04:05:00,60,60,60,8,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:05:00
2023-10-03,3057,251,2023-10-03 04:10:00,60,60,60,5,269,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 04:10:00
2023-10-03,3057,256,2023-10-03 04:15:00,60,60,60,9,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:15:00
2023-10-03,3057,261,2023-10-03 04:20:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:20:00
2023-10-03,3057,266,2023-10-03 04:25:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:25:00
2023-10-03,3057,271,2023-10-03 04:30:00,60,60,60,9,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:30:00
2023-10-03,3057,276,2023-10-03 04:35:00,60,60,60,5,268,60,A,202.0,1.0,14.0,12.0,,,,2023-07-04 04:35:00
2023-10-03,3057,281,2023-10-03 04:40:00,60,60,60,12,268,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 04:40:00
2023-10-03,3057,286,2023-10-03 04:45:00,60,60,60,8,268,60,A,203.0,1.0,13.0,12.0,,,,2023-07-04 04:45:00
2023-10-03,3057,291,2023-10-03 04:50:00,60,60,60,6,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:50:00
2023-10-03,3057,296,2023-10-03 04:55:00,60,60,60,11,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 04:55:00
2023-10-03,3057,301,2023-10-03 05:00:00,60,60,60,5,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 05:00:00
2023-10-03,3057,306,2023-10-03 05:05:00,60,60,60,5,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 05:05:00
2023-10-03,3057,311,2023-10-03 05:10:00,60,60,60,11,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 05:10:00
2023-10-03,3057,316,2023-10-03 05:15:00,60,60,60,12,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 05:15:00
2023-10-03,3057,321,2023-10-03 05:20:00,60,60,60,12,268,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 05:20:00
2023-10-03,3057,326,2023-10-03 05:25:00,60,60,60,12,269,60,A,204.0,1.0,12.0,12.0,,,,2023-07-04 05:25:00
