Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-08-03,3052,1,2023-08-03 00:00:00,50,50,50,8,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:00:00
2023-08-03,3052,7,2023-08-03 00:05:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:05:00
2023-08-03,3052,13,2023-08-03 00:10:00,50,50,50,27,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:10:00
2023-08-03,3052,19,2023-08-03 00:15:00,50,50,50,27,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:15:00
2023-08-03,3052,25,2023-08-03 00:20:00,50,50,50,7,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:20:00
2023-08-03,3052,31,2023-08-03 00:25:00,50,50,50,46,234,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:25:00
2023-08-03,3052,37,2023-08-03 00:30:00,50,50,50,13,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:30:00
2023-08-03,3052,43,2023-08-03 00:35:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 00:35:00
2023-08-03,3052,49,2023-08-03 00:40:00,50,50,50,41,234,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:40:00
2023-08-03,3052,55,2023-08-03 00:45:00,50,50,50,18,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:45:00
2023-08-03,3052,61,2023-08-03 00:50:00,50,50,50,7,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:50:00
2023-08-03,3052,67,2023-08-03 00:55:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:55:00
