Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-09-03,3010,1,2023-09-03 00:00:00,60,60,60,0,0,11,A,177.0,17.0,17.0,17.0,,,,2023-07-04 00:00:00
2023-09-03,3010,6,2023-09-03 00:05:00,60,60,60,13,236,11,A,178.0,17.0,16.0,17.0,,,,2023-07-04 00:05:00
2023-09-03,3010,11,2023-09-03 00:10:00,60,60,60,16,239,11,A,179.0,17.0,15.0,17.0,,,,2023-07-04 00:10:00
2023-09-03,3010,16,2023-09-03 00:15:00,60,60,60,7,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 00:15:00
2023-09-03,3010,21,2023-09-03 00:20:00,60,60,60,12,236,11,A,181.0,17.0,13.0,17.0,,,,2023-07-04 00:20:00
2023-09-03,3010,26,2023-09-03 00:25:00,60,60,60,0,0,11,A,179.0,17.0,14.0,18.0,,,,2023-07-04 00:25:00
2023-09-03,3010,31,2023-09-03 00:30:00,60,60,60,8,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 00:30:00
2023-09-03,3010,36,2023-09-03 00:35:00,60,60,60,8,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 00:35:00
2023-09-03,3010,41,2023-09-03 00:40:00,60,60,60,9,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 00:40:00
2023-09-03,3010,46,2023-09-03 00:45:00,60,60,60,6,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 00:45:00
2023-09-03,3010,51,2023-09-03 00:50:00,60,60,60,9,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 00:50:00
2023-09-03,3010,56,2023-09-03 00:55:00,60,60,60,10,239,11,A,180.0,17.0,15.0,16.0,,,,2023-07-04 00:55:00
2023-09-03,3010,61,2023-09-03 01:00:00,60,60,60,11,236,11,A,177.0,17.0,17.0,17.0,,,,2023-07-04 01:00:00
2023-09-03,3010,66,2023-09-03 01:05:00,60,60,60,9,239,11,A,178.0,17.0,16.0,17.0,,,,2023-07-04 01:05:00
2023-09-03,3010,71,2023-09-03 01:10:00,60,60,60,0,0,11,A,178.0,17.0,16.0,17.0,,,,2023-07-04 01:10:00
2023-09-03,3010,76,2023-09-03 01:15:00,60,60,60,10,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 01:15:00
2023-09-03,3010,81,2023-09-03 01:20:00,60,60,60,10,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 01:20:00
2023-09-03,3010,86,2023-09-03 01:25:00,60,60,60,9,239,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 01:25:00
2023-09-03,3010,91,2023-09-03 01:30:00,60,60,60,0,0,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 01:30:00
2023-09-03,3010,96,2023-09-03 01:35:00,60,60,60,0,0,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 01:35:00
2023-09-03,3010,101,2023-09-03 01:40:00,60,60,60,9,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 01:40:00
2023-09-03,3010,106,2023-09-03 01:45:00,60,60,60,0,0,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 01:45:00
2023-09-03,3010,111,2023-09-03 01:50:00,60,60,60,9,239,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 01:50:00
2023-09-03,3010,116,2023-09-03 01:55:00,60,60,60,11,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 01:55:00
2023-09-03,3010,121,2023-09-03 02:00:00,60,60,60,5,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 02:00:00
2023-09-03,3010,126,2023-09-03 02:05:00,60,60,60,0,0,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 02:05:00
2023-09-03,3010,131,2023-09-03 02:10:00,60,60,60,8,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 02:10:00
2023-09-03,3010,136,2023-09-03 02:15:00,60,60,60,6,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 02:15:00
2023-09-03,3010,141,2023-09-03 02:20:00,60,60,60,5,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 02:20:00
2023-09-03,3010,146,2023-09-03 02:25:00,60,60,60,0,0,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 02:25:00
2023-09-03,3010,151,2023-09-03 02:30:00,60,60,60,9,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 02:30:00
2023-09-03,3010,156,2023-09-03 02:35:00,60,60,60,9,239,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 02:35:00
2023-09-03,3010,161,2023-09-03 02:40:00,60,60,60,6,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 02:40:00
2023-09-03,3010,166,2023-09-03 02:45:00,60,60,60,8,239,11,A,181.0,17.0,12.0,18.0,,,,2023-07-04 02:45:00
2023-09-03,3010,171,2023-09-03 02:50:00,60,60,60,9,239,11,A,180.0,17.0,14.0,17.0,,,,2023-07-04 02:50:00
2023-09-03,3010,176,2023-09-03 02:55:00,60,60,60,5,236,11,A,180.0,17.0,14.0,17.0,,,,2023-07-04 02:55:00
2023-09-03,3010,181,2023-09-03 03:00:00,60,60,60,5,239,11,A,180.0,17.0,14.0,17.0,,,,2023-07-04 03:00:00
2023-09-03,3010,186,2023-09-03 03:05:00,60,60,60,14,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:05:00
2023-09-03,3010,191,2023-09-03 03:10:00,60,60,60,6,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:10:00
2023-09-03,3010,196,2023-09-03 03:15:00,60,60,60,6,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:15:00
2023-09-03,3010,201,2023-09-03 03:20:00,60,60,60,5,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:20:00
2023-09-03,3010,206,2023-09-03 03:25:00,60,60,60,5,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:25:00
2023-09-03,3010,211,2023-09-03 03:30:00,60,60,60,14,236,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:30:00
2023-09-03,3010,216,2023-09-03 03:35:00,60,60,60,6,239,11,A,182.0,17.0,12.0,17.0,,,,2023-07-04 03:35:00
