Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-09-03,3030,1,2023-09-03 00:00:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:00:00
2023-09-03,3030,5,2023-09-03 00:05:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:05:00
2023-09-03,3030,10,2023-09-03 00:10:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:10:00
2023-09-03,3030,14,2023-09-03 00:15:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:15:00
2023-09-03,3030,18,2023-09-03 00:20:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:20:00
2023-09-03,3030,23,2023-09-03 00:25:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:25:00
2023-09-03,3030,27,2023-09-03 00:30:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:30:00
2023-09-03,3030,31,2023-09-03 00:35:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:35:00
2023-09-03,3030,35,2023-09-03 00:40:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:40:00
2023-09-03,3030,40,2023-09-03 00:45:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:45:00
2023-09-03,3030,44,2023-09-03 00:50:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:50:00
2023-09-03,3030,48,2023-09-03 00:55:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 00:55:00
2023-09-03,3030,53,2023-09-03 01:00:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 01:00:00
2023-09-03,3030,57,2023-09-03 01:05:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 01:05:00
2023-09-03,3030,61,2023-09-03 01:10:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 01:10:00
2023-09-03,3030,65,2023-09-03 01:15:00,70,70,70,0,0,38,A,160.0,1.0,1.0,17.0,34.0,17.0,,2023-07-04 01:15:00
